Start,Finish,Name of Conflict,Belligerents,,Part of,War link,Wider conflict link
1908,1908,Young Turk Revolution,Young Turks,Ottoman Empire,,https://en.wikipedia.org/wiki/Young_Turk_Revolution,
1908,1910/1914,Hamawand rebellion,"Young Turks (Until
24 July 1908)
Ottoman Empire
(From 24 July 1908)","Kurdish rebels
Hamawand tribe
Ottoman Empire
(Abdul Hamid II
loyalists)
(Until 24 July 1908)",,https://en.wikipedia.org/wiki/Hamawand_rebellion,
1908,1908,"Dutch intervention in Bali
(1908)",Dutch Empire,"Karangasem
Klungkung
Gelgel",,https://en.wikipedia.org/wiki/Dutch_intervention_in_Bali_(1908),https://en.wikipedia.org/wiki/Dutch_intervention_in_Bali_(1908)
1908,1910,"Actions in the Toba and
Batak islands[6]",Dutch Empire,Anti-Dutch forces,,https://en.wikipedia.org/wiki/Actions_in_the_Toba_and_Batak_islands?action=edit&redlink=1,https://en.wikipedia.org/wiki/Actions_in_the_Toba_and_Batak_islands?action=edit&redlink=1
1908,1915,"Actions in West-
Kalimantan[6]",Dutch Empire,Anti-Dutch forces,,https://en.wikipedia.org/wiki/Actions_in_West-Kalimantan?action=edit&redlink=1,https://en.wikipedia.org/wiki/Actions_in_West-Kalimantan?action=edit&redlink=1
1908,1908,"Dutch–Venezuelan crisis
of 1908",Dutch Empire,Venezuela,,https://en.wikipedia.org/wiki/Dutch%E2%80%93Venezuelan_crisis_of_1908,https://en.wikipedia.org/wiki/Dutch%E2%80%93Venezuelan_crisis_of_1908
1908,1908,Ngali War,Dutch Empire,Ngali People,,https://en.wikipedia.org/wiki/Ngali_War?action=edit&redlink=1,
1909,1909,1909 Battle of Al Jawf[41],Ruwallah tribe,Emirate of Ha'il,,https://en.wikipedia.org/wiki/1909_Battle_of_Al_Jawf?action=edit&redlink=1,
,,,,,,,
1909,1909,Nyasaland resistance[5],"British Empire
Nyasaland",Rebels,,https://en.wikipedia.org/wiki/Nyasaland_resistance?action=edit&redlink=1,
1909,1909,Battle of Nias[6],Dutch Empire,Anti-Dutch forces,,https://en.wikipedia.org/wiki/Battle_of_Nias?action=edit&redlink=1,
1909,1911,"Actions on the Halmahera,
Seram, Papua and
Mentawei islands[6]",Dutch Empire,Anti-Dutch forces,,"https://en.wikipedia.org/wiki/Actions_on_the_Halmahera,_Seram,_Papua_and_Mentawei_islands?action=edit&redlink=1","https://en.wikipedia.org/wiki/Actions_on_the_Halmahera,_Seram,_Papua_and_Mentawei_islands?action=edit&redlink=1"
1909,1909,"Kurdish uprising of
1909[35]
",Ottoman Empire,Kurdish rebels,"Dersim
uprisings",https://en.wikipedia.org/wiki/Kurdish_uprising_of_1909?action=edit&redlink=1,https://en.wikipedia.org/wiki/Kurdish_uprising_of_1909?action=edit&redlink=1
1909,1909,Estrada's rebellion,"Nicaraguan
Conservative Party","Nicaraguan Liberal
Party (Government)",,https://en.wikipedia.org/wiki/United_States_occupation_of_Nicaragua#Estrada's_rebellion_(1909),
1909,1909,Kolašin Affair (1909),"Kingdom of
Montenegro",Black Hand,,https://en.wikipedia.org/wiki/Kola%C5%A1in_Affair_(1909),
1909,1910,"Zaraniq rebellion (1909–
1910)",Ottoman Empire,Zaraniq tribesmen,,https://en.wikipedia.org/wiki/Zaraniq_rebellion_(1909%E2%80%931910),https://en.wikipedia.org/wiki/Zaraniq_rebellion_(1909%E2%80%931910)
1909,1909,Crazy Snake Rebellion,United States,Creek,,https://en.wikipedia.org/wiki/Crazy_Snake_Rebellion,
1909,1910,Second Melillan campaign,Spain,Riffian people,,https://en.wikipedia.org/wiki/Second_Melillan_campaign,
1909,1910,Hauran Druze Rebellion,Ottoman Empire,Druze rebels,,https://en.wikipedia.org/wiki/Hauran_Druze_Rebellion,
1909,1911,Wadai War,France,Wadai Sultanate,,https://en.wikipedia.org/wiki/Wadai_War,
Start,Finish,Name of Conflict,Belligerents,,,,
,,,Victorious party (if applicable),"Defeated party (if
applicable)",,,
1910,1910,Al-Bejat Revolution[42],Ottoman Empire,Al-Bejat clan,,https://en.wikipedia.org/wiki/Al-Bejat_Revolution?action=edit&redlink=1,
1910,1910,Gengxu New Army Uprising,Qing Dynasty,Rebels,,https://en.wikipedia.org/wiki/Gengxu_New_Army_Uprising,
1910,1910,1910 uprising in Bukhara[43],"Russian Empire
Emirate of Bukhara",Rebels,,https://en.wikipedia.org/wiki/1910_uprising_in_Bukhara?action=edit&redlink=1,
1910,1910,"Portuguese conquest of the
Angoche Sultanate[44]","Portugal
Mozambique",Angoche Sultanate,,https://en.wikipedia.org/wiki/Portuguese_conquest_of_the_Angoche_Sultanate?action=edit&redlink=1,https://en.wikipedia.org/wiki/Portuguese_conquest_of_the_Angoche_Sultanate?action=edit&redlink=1
1910,1910,Uprising of Cape Nguni[8],"German Empire
German South West
Africa",Nguni rebels,,https://en.wikipedia.org/wiki/Uprising_of_Cape_Nguni?action=edit&redlink=1,
1910,1912,Xiong Mi Chang's rebellion[45],"France
French Indochina","Rebels loyal to Xiong Mi
Chang",,https://en.wikipedia.org/wiki/Xiong_Mi_Chang's_rebellion?action=edit&redlink=1,
1910,1910,"Actions on Ajer HItam and near
Timor[6]",Dutch Empire,Anti-Dutch forces,,https://en.wikipedia.org/wiki/Actions_on_Ajer_HItam_and_near_Timor?action=edit&redlink=1,https://en.wikipedia.org/wiki/Actions_on_Ajer_HItam_and_near_Timor?action=edit&redlink=1
1910,1911,"Actions in Langkat[6] (Location:
Sumatra)",Dutch Empire,Anti-Dutch forces,,https://en.wikipedia.org/wiki/Actions_in_Langkat?action=edit&redlink=1,
1910,1912,"Portuguese conquest of the
Kasanje Kingdom[46]","Portugal
Angola",Kasanje Kingdom,,https://en.wikipedia.org/wiki/Portuguese_conquest_of_the_Kasanje_Kingdom?action=edit&redlink=1,https://en.wikipedia.org/wiki/Portuguese_conquest_of_the_Kasanje_Kingdom?action=edit&redlink=1
1910,1910,Monégasque Revolution,Rebels,Monaco,,https://en.wikipedia.org/wiki/Mon%C3%A9gasque_Revolution,
1910,1910,Battle of Hadia,"Kuwait
Emirate of Nejd and
Hasa",Al-Muntafiq,,https://en.wikipedia.org/wiki/Battle_of_Hadia,
1910,1910,Karak Revolt,Ottoman Empire,Karakis,,https://en.wikipedia.org/wiki/Karak_Revolt,
1910,1910,Bastar rebellion,British Empire,Tribal rebels,,https://en.wikipedia.org/wiki/Bastar_rebellion,
1910,1910,Albanian Revolt of 1910,Ottoman Empire,Albanian rebels,,https://en.wikipedia.org/wiki/Albanian_Revolt_of_1910,
1910,1910,5 October 1910 revolution,"Portuguese Republican
Party",Kingdom of Portugal,,https://en.wikipedia.org/wiki/5_October_1910_revolution,
1910,1910,"Chinese expedition to Tibet
(1910)",Qing Dynasty,Tibet,,https://en.wikipedia.org/wiki/Chinese_expedition_to_Tibet_(1910),https://en.wikipedia.org/wiki/Chinese_expedition_to_Tibet_(1910)
1910,1911,Sokehs Rebellion,German Empire,Sokehs rebels,,https://en.wikipedia.org/wiki/Sokehs_Rebellion,
1910,1920,Mexican Revolution,"Maderistas
Orozquistas
Villistas
Zapatistas
Carrancistas
Magonistas
Seditionistas",Mexico,,https://en.wikipedia.org/wiki/Mexican_Revolution,
,,,,,,,
1910,1919,"Border War (1910–19)
","Constitutionalistas
United States
Maderistas","Villistas
Seditionistas
Carrancistas",Mexican Revolution,https://en.wikipedia.org/wiki/Border_War_(1910%E2%80%9319),
1910,1910,Revolts at Moush[31],Ottoman Empire,Kurdish rebels,,https://en.wikipedia.org/wiki/Revolts_at_Moush?action=edit&redlink=1,
1911,1911,Revolts at Khuyt[31],Ottoman Empire,Kurdish rebels,,https://en.wikipedia.org/wiki/Revolts_at_Khuyt?action=edit&redlink=1,
1911,1911,1911 Kenya revolt[5],British Empire,"Forces loyal to Siume (a
priestess) and Kiamba (a
young man)",,https://en.wikipedia.org/wiki/1911_Kenya_revolt?action=edit&redlink=1,
1911,1911,Belitung miner's revolt[6],Dutch Empire,Miner rebels,,https://en.wikipedia.org/wiki/Belitung_miner's_revolt?action=edit&redlink=1,
1911,1911,"Kurdish uprising of 1911[35]
",Ottoman Empire,Kurdish rebels,"Dersim
uprisings",https://en.wikipedia.org/wiki/Kurdish_uprising_of_1911?action=edit&redlink=1,https://en.wikipedia.org/wiki/Dersim_uprisings?action=edit&redlink=1
1911,1913,Revolt of Salar-al-Daulah,Sublime State of Persia,Forces of Salar-al-Daulah,,https://en.wikipedia.org/wiki/Revolt_of_Salar-al-Daulah,
1911,1911,"Revolt of Mohammad Ali Shah
Qajar[47]",Sublime State of Persia,"Forces of Mohammad Ali
Shah Qajar",,https://en.wikipedia.org/wiki/Revolt_of_Mohammad_Ali_Shah_Qajar?action=edit&redlink=1,https://en.wikipedia.org/wiki/Revolt_of_Mohammad_Ali_Shah_Qajar?action=edit&redlink=1
1911,1911,"Magonista rebellion of 1911
",Mexico,Mexican Liberal Party,Mexican Revolution,https://en.wikipedia.org/wiki/Magonista_rebellion_of_1911,
1911,1912,"Paraguayan Civil War (1911–
1912)",Liberal Party,Paraguayan government,,https://en.wikipedia.org/wiki/Paraguayan_Civil_War_(1911%E2%80%931912),https://en.wikipedia.org/wiki/Paraguayan_Civil_War_(1911%E2%80%931912)
1911,1911,"Russian Invasion of Tabriz
",Russian Empire,Persian Constitutionalists,"Persian
Constitutional Revolution","https://en.wikipedia.org/wiki/Russian_Invasion_of_Tabriz,_1911",
1911,1911,Albanian Revolt of 1911,Ottoman Empire,"Albanian Malësorë
(highlanders) and Catholic
tribes from Scutari Vilayet",,https://en.wikipedia.org/wiki/Albanian_Revolt_of_1911,
1911,1911,Second Guangzhou Uprising,Qing Dynasty,Anti-Qing rebels,,https://en.wikipedia.org/wiki/Second_Guangzhou_Uprising,
1911,1912,Dominican Civil War (1911–12),Dominican Republic,Dominican Army conspirators,,https://en.wikipedia.org/wiki/Dominican_Civil_War_(1911%E2%80%9312),
1911,1912,French conquest of Morocco,France,Morocco,,https://en.wikipedia.org/wiki/French_conquest_of_Morocco,
1911,1912,Italo-Turkish War,Kingdom of Italy,Ottoman Empire,,https://en.wikipedia.org/wiki/Italo-Turkish_War,
1911,1912,East Timorese Rebellion,Portuguese Empire,East Timorese rebels,,https://en.wikipedia.org/wiki/East_Timorese_rebellion_of_1911%E2%80%9312,
1911,1912,"Xinhai Revolution
1911 Revolution",Tongmenghui,Qing Dynasty,,https://en.wikipedia.org/wiki/Xinhai_Revolution,
1911,1912,War of the Generals,Liberal rebels,"Ecuador (Eloy Alfaro
loyalists)",,https://en.wikipedia.org/wiki/War_of_the_Generals,
1912,1912,1912 Kordofan uprising[2],"British Empire
Anglo-Egyptian Sudan",Faki Najm al-Din's forces,,https://en.wikipedia.org/wiki/1912_Kordofan_uprising?action=edit&redlink=1,
1912,1912,Turkoman Revolt of 1912–1913,"Russian Empire
Khiva",Yomud Turkomans,,https://en.wikipedia.org/wiki/Turkoman_Revolt_of_1912%E2%80%931913,
1912,1914,"Ecuadorian Civil War of 1912–
1914",Ecuador,"Rebels of Esmeraldas
Province",,https://en.wikipedia.org/wiki/Ecuadorian_Civil_War_of_1912%E2%80%931914,https://en.wikipedia.org/wiki/Ecuadorian_Civil_War_of_1912%E2%80%931914
"c.
1912",c. 1912,Sirte revolt[48],Kingdom of Italy,"Rebels loyal to Ramadan
Asswehly",,https://en.wikipedia.org/wiki/Sirte_revolt?action=edit&redlink=1,
1912,1912,Khost rebellion (1912),Emirate of Afghanistan,"Rebel tribes
Mangal
Jadran
Ghilzai",,https://en.wikipedia.org/wiki/Khost_rebellion_(1912),
,,,,,,,
1912,1913,First Balkan War,"Kingdom of Bulgaria
Kingdom of Greece
Kingdom of Serbia
Kingdom of Montenegro",Ottoman Empire,,https://en.wikipedia.org/wiki/First_Balkan_War,
1912,1912,Albanian Revolt of 1912,Albanian rebels,Ottoman Empire,,https://en.wikipedia.org/wiki/Albanian_Revolt_of_1912,
1912,1916,Contestado War,Brazilian Governists,Contestado,,https://en.wikipedia.org/wiki/Contestado_War,
1912,1933,"United States occupation of
Nicaragua
",United States,Nicaraguan rebels,Banana Wars,https://en.wikipedia.org/wiki/United_States_occupation_of_Nicaragua,https://en.wikipedia.org/wiki/United_States_occupation_of_Nicaragua
1912,1912,Royalist attack on Chaves,Portuguese First Republic,Portuguese Royalists,,https://en.wikipedia.org/wiki/Royalist_attack_on_Chaves,
1912,1912,"Negro Rebellion
","Cuba
United States",Independent Party of Color,Banana Wars,https://en.wikipedia.org/wiki/Negro_Rebellion,
1913,1913,1913 uprising in Bukhara[43],"Russian Empire
Emirate of Bukhara",Rebels,,https://en.wikipedia.org/wiki/1913_uprising_in_Bukhara?action=edit&redlink=1,
1913,1913,Oyango Dande rebellion[5],British Empire,Oyango Dande,,https://en.wikipedia.org/wiki/Oyango_Dande_rebellion?action=edit&redlink=1,
1913,1913,Kurdish revolt of 1913[49],Ottoman Empire,Kurdish rebels,,https://en.wikipedia.org/wiki/Kurdish_revolt_of_1913?action=edit&redlink=1,
1913,1913,1913 Euphrates rebellion,Ottoman Empire,Al-Fatlah tribe,,https://en.wikipedia.org/wiki/1913_Euphrates_rebellion,
1913,1920,Muscat rebellion[50],"British Empire
Muscat and Oman",Imamate of Oman,,https://en.wikipedia.org/wiki/Muscat_rebellion,
1913,1915,"Sino–Mongolian War of 1913–
1915",Republic of China,Bogd Khanate of Mongolia,,https://en.wikipedia.org/wiki/Sino%E2%80%93Mongolian_War_of_1913%E2%80%931915?action=edit&redlink=1,https://en.wikipedia.org/wiki/Sino%E2%80%93Mongolian_War_of_1913%E2%80%931915?action=edit&redlink=1
1913,1913,Urtatagai conflict (1913),Russian Empire,Emirate of Afghanistan,,https://en.wikipedia.org/wiki/Urtatagai_conflict_(1913),
1913,1913,Atmene uprising,Russian Empire,Peasants,,https://en.wikipedia.org/wiki/Atmene_uprising?action=edit&redlink=1,
1913,1913,"Conquest of al-Hasa
",Emirate of Nejd and Hasa,Ottoman Empire,"Unification of
Saudi Arabia",https://en.wikipedia.org/wiki/Conquest_of_al-Hasa,https://en.wikipedia.org/wiki/Unification_of_Saudi_Arabia
1913,1913,Second Balkan War,"Ottoman Empire
Kingdom of Greece
Kingdom of Serbia
Kingdom of Montenegro
Kingdom of Romania",Kingdom of Bulgaria,,https://en.wikipedia.org/wiki/Second_Balkan_War,
1913,1913,"Tikveš Uprising
",Kingdom of Serbia,"Internal Macedonian
Revolutionary Organization",Second Balkan War,https://en.wikipedia.org/wiki/Tikve%C5%A1_Uprising,
1913,1913,Ohrid–Debar Uprising,Kingdom of Serbia,"Internal Macedonian
Revolutionary Organization",,https://en.wikipedia.org/wiki/Ohrid%E2%80%93Debar_Uprising,
1913,1913,Second Revolution,Beiyang Government,"Sun Yat-sen
southern China
provinces",,https://en.wikipedia.org/wiki/Second_Revolution_(China),
1913,1914,Bai Lang Rebellion,"Republic of China
Jahriyya menhuan
Xidaotang",Gelaohui,,https://en.wikipedia.org/wiki/Bai_Lang_Rebellion,
1914,1914,1914 Kenya revolt[5],British Empire,Giriama rebels,,https://en.wikipedia.org/wiki/1914_Kenya_revolt?action=edit&redlink=1,
1914,1914,North Java peasant revolt[6],Dutch Empire,Peasant rebels,,https://en.wikipedia.org/wiki/North_Java_peasant_revolt?action=edit&redlink=1,
1914,1914,"Kolongongo War[51]
More info: The Mbunda
Kingdom in Angola (https://web.
archive.org/web/201602110856
41/http://mbundakingdom.org/M","Portugal
Angola",Mbunda Kingdom,,https://en.wikipedia.org/wiki/Kolongongo_War,https://web.archive.org/web/20160211085641/http://mbundakingdom.org/Mbunda-Kingdom.htm
,,"bunda-Kingdom.htm)
(Section ""Kolongongo war"")",,,,https://web.archive.org/web/20160211085641/http://mbundakingdom.org/Mbunda-Kingdom.htm,
1914,1914,First Yemeni–Asiri war[52],"Ottoman Empire
Autonomous Yemeni
Imamate",Idrisid Emirate of Asir,,https://en.wikipedia.org/wiki/First_Yemeni%E2%80%93Asiri_war?action=edit&redlink=1,
1914,1914,"Dersim uprising of 1914[35]
",Ottoman Empire,Kurdish rebels,Dersim uprisings,https://en.wikipedia.org/wiki/Dersim_uprising_of_1914,https://en.wikipedia.org/wiki/Dersim_uprisings?action=edit&redlink=1
1914,1914,Bitlis uprising,Ottoman Empire,"Kurdish rebels
Supported by:
Russian Empire[53]",,https://en.wikipedia.org/wiki/Bitlis_uprising,
1914,1914,Uprising in Barzan[53],Ottoman Empire,"Kurdish rebels loyal to
Abdülselam Barzani[53]
Supported by:
Russian Empire[53]",,https://en.wikipedia.org/wiki/Uprising_in_Barzan?action=edit&redlink=1,
1914,1917,Kongo revolt of 1914[54][55],"Portugal
Angola (1914)
Congo (1914-1917)[56]","Kingdom of Kongo
(1914)[54]
Various rebel groups
(1914–1917)[56]",,https://en.wikipedia.org/wiki/Kongo_revolt_of_1914?action=edit&redlink=1,
1914,1914,"Operations in the Tochi
",British Empire,Rebel tribesmen from Khost,"instability on the
North-West Frontier",https://en.wikipedia.org/wiki/Operations_in_the_Tochi,https://en.wikipedia.org/wiki/Military_history_of_the_North-West_Frontier
1914,1914,Revolt of Juazeiro,First Brazilian Republic,Rebels,,https://en.wikipedia.org/wiki/Revolt_of_Juazeiro?action=edit&redlink=1,
1914,1921,Zaian War,France,Zaian Confederation,,https://en.wikipedia.org/wiki/Zaian_War,
1914,1914,Dominican Civil War of 1914,Rebels,Dominican Republic,,https://en.wikipedia.org/wiki/Dominican_Civil_War_of_1914,
1914,1914,Haitian Civil War[57],,,,https://en.wikipedia.org/wiki/Haitian_Civil_War,
1914,1914,Blayong's uprising[58],"British Empire
North Borneo",Murut rebels,,https://en.wikipedia.org/wiki/Blayong's_uprising,
1914,1914,Peasant Revolt in Albania,"Albania
Romanian volunteers
Austro-Hungarian
volunteers
Kosovar Albanian units","Albanian Muslim pro-
Ottoman rebels",,https://en.wikipedia.org/wiki/Peasant_Revolt_in_Albania,
1914,1914,Truku War,Empire of Japan,Truku Tribe,,https://en.wikipedia.org/wiki/Truku_War,
1914,1918,World War I,"Allied Powers:
British Empire
France
Russia (until 1917)
Serbia
Belgium
Montenegro
Japan","Central Powers:
German Empire
Austria-Hungary
Ottoman Empire
Bulgaria (from 1915)
...and co-belligerents",,https://en.wikipedia.org/wiki/World_War_I,
,,,"Italy (from 1915)
United States (from 1917)
Romania (1916–18)
Portugal (from 1916)
Hejaz (from 1916)
China (from 1917)
Greece (from 1917)
Siam (from 1917)
...and others",,,,
1914,1914,"United States occupation of
Veracruz
",United States,Mexico,Banana Wars,https://en.wikipedia.org/wiki/United_States_occupation_of_Veracruz,https://en.wikipedia.org/wiki/United_States_occupation_of_Veracruz
1914,1915,Bluff War,United States,"Ute
Paiute",,https://en.wikipedia.org/wiki/Bluff_War,
1914,1917,Ovambo Uprising,"Portugal
Portuguese Angola
United Kingdom
South Africa (from 1915)",Ovambo,,https://en.wikipedia.org/wiki/Ovambo_Uprising,
1914,1915,Maritz Rebellion,Union of South Africa,South African Republic,,https://en.wikipedia.org/wiki/Maritz_Rebellion,
1915,1915,"1915 Rehoboth Basters
rebellion[8]","German Empire
German South West
Africa",Rehoboth Basters,,https://en.wikipedia.org/wiki/1915_Rehoboth_Basters_rebellion?action=edit&redlink=1,https://en.wikipedia.org/wiki/1915_Rehoboth_Basters_rebellion?action=edit&redlink=1
1915,1918,Second Saudi-Rashidi War,Emirate of Nejd and Hasa,"Emirate of Jabal
Shammar
Ottoman Empire",,https://en.wikipedia.org/wiki/Second_Saudi-Rashidi_War,
1915,1917,Sadiavahe rebellion[59],"France
Colony of Madagascar
and Dependencies",Sadiavahe movement,,https://en.wikipedia.org/wiki/Sadiavahe_rebellion?action=edit&redlink=1,
1915,1915,Kru Coast Rebellion[60],Liberia,Kru rebels,,https://en.wikipedia.org/wiki/Kru_Coast_Rebellion?action=edit&redlink=1,
1915,1915,Botan revolt[49],Ottoman Empire,Kurdish rebels,,https://en.wikipedia.org/wiki/Kurdish_rebellions_during_World_War_I#Botan_revolt_of_1915,
1915,1915,Tapani incident,Empire of Japan,"Han Taiwanese
Taiwanese aborigines",,https://en.wikipedia.org/wiki/Tapani_incident,
1915,1915,Turkoman Revolt of 1915[61],"Russian Empire
Khiva",Yomud Turkomans,,https://en.wikipedia.org/wiki/Turkoman_Revolt_of_1915,
1915,1915,Battle of Kanzaan (1915),Nejd and Hasa,Ajman tribe,,https://en.wikipedia.org/wiki/Battle_of_Kanzaan_(1915)?action=edit&redlink=1,
1915,1915,"Battle of Jarrab
",Emirate of Ha'il,"Emirate of Nejd and
Hasa","Unification of
Saudi Arabia and World
War I",https://en.wikipedia.org/wiki/Battle_of_Jarrab,
1915,1915,Chilembwe uprising,British Empire,Nyasaland rebels,,https://en.wikipedia.org/wiki/Chilembwe_uprising,
1915,1915,Bussa rebellion,British Empire,Bussa warriors,,https://en.wikipedia.org/wiki/Bussa_rebellion,
1915,1915,1915 Singapore Mutiny,British Empire,"5th Native Light Infantry
sepoys",,https://en.wikipedia.org/wiki/1915_Singapore_Mutiny,
1915,1915,Kelantan rebellion,British Empire,Tok Janggut's rebel forces,,https://en.wikipedia.org/wiki/Kelantan_rebellion,
,,,,,,,
1915,1915,Rundum revolt,British Empire,Antanum's rebel forces,,https://en.wikipedia.org/wiki/Antanum#Rundum_revolt,
1915,1916,Volta-Bani War,France,Tribal insurgents,,https://en.wikipedia.org/wiki/Volta-Bani_War,
1915,?,Somba rebellion[62],,Tammari people,,https://en.wikipedia.org/wiki/Somba_rebellion?action=edit&redlink=1,
1915,1916,"National Protection War
Anti-Monarchy War",Republic of China,Empire of China,,https://en.wikipedia.org/wiki/National_Protection_War,
1915,1916,"Gallipoli campaign
Part of World War I",Ottoman Empire,"United Kingdom
France",,https://en.wikipedia.org/wiki/Gallipoli_campaign,
1915,1917,"Senussi Campaign
Part of World War I","British Empire
Kingdom of Italy","Senussi
Ottoman Empire
Darfur Emirate",,https://en.wikipedia.org/wiki/Senussi_Campaign,
1915,1934,"United States occupation of Haiti
",United States,Haiti,Banana Wars,https://en.wikipedia.org/wiki/United_States_occupation_of_Haiti,
1916,1916,Jambi uprising[63],Dutch Empire,Indonesian rebels in Sumatra,,https://en.wikipedia.org/wiki/Jambi_uprising,
1915,1915,"Operations against the
Mohmands, Bunerwals and
Swatis in 1915
",British Empire,"Rebel tribes
Mohmands
Bunerwals
Swatis","instability on the
North-West Frontier","https://en.wikipedia.org/wiki/Operations_against_the_Mohmands,_Bunerwals_and_Swatis_in_1915","https://en.wikipedia.org/wiki/Operations_against_the_Mohmands,_Bunerwals_and_Swatis_in_1915"
1915,1916,Kalat Operations (1915-16),British Empire,Kalat tribesmen,,https://en.wikipedia.org/wiki/Kalat_Operations_(1915-16)?action=edit&redlink=1,
1916,1934,Yarahmadzai uprising,"British Empire
Sublime State of Persia",Yarahmadzai tribe,,https://en.wikipedia.org/wiki/Yarahmadzai_tribe#History,
1916,1916,"Dersim uprising of 1916
",Ottoman Empire,Kurdish rebels,"Dersim
uprisings",https://en.wikipedia.org/wiki/Dersim_uprising_of_1916,https://en.wikipedia.org/wiki/Dersim_uprisings?action=edit&redlink=1
1916,1916,1916 Kumyk uprising,Russian Empire,Kumyk rebels,,"https://en.wikipedia.org/wiki/Kumyks#1916_revolt,_Russian_Revolution,_Soviet_and_Modern_times",
1916,1917,"Mohmand blockade
",British Empire,Mohmands,"instability on the
North-West Frontier",https://en.wikipedia.org/wiki/Mohmand_blockade,https://en.wikipedia.org/wiki/Military_history_of_the_North-West_Frontier
1916,1918,"Cuban Civil War
(See Sugar Intervention)","Mario García Menocal
loyalists
United States","Pro-José Miguel Gómez
rebels",,https://en.wikipedia.org/wiki/Cuban_Civil_War,https://en.wikipedia.org/wiki/Sugar_Intervention
1916,1917,Kaocen Revolt,France,Tuareg guerrillas,,https://en.wikipedia.org/wiki/Kaocen_Revolt,
1916,1916,1916 Cochinchina uprising,France,Cochinchina rebels,,https://en.wikipedia.org/wiki/1916_Cochinchina_uprising,
1916,1916,Battle of Segale,Regents of Ethiopia,Lij Iyasu loyalists,,https://en.wikipedia.org/wiki/Battle_of_Segale,
1916,1916,Noemvriana,Kingdom of Greece,"United Kingdom
France",,https://en.wikipedia.org/wiki/Noemvriana,
1916,1916,Central Asian revolt of 1916,Russian Empire,Rebels,,https://en.wikipedia.org/wiki/Central_Asian_revolt_of_1916,
1916,1916,Easter Rising,"British Army
Dublin Metropolitan Police
Royal Irish Constabulary","Irish Republican
Brotherhood
Irish Volunteers
Irish Citizen Army
Cumann na mBan
Hibernian Rifles
Fianna Éireann",,https://en.wikipedia.org/wiki/Easter_Rising,
1916,1924,"United States occupation of the
Dominican Republic (1916–24)",United States,Dominican rebels,,https://en.wikipedia.org/wiki/United_States_occupation_of_the_Dominican_Republic_(1916%E2%80%9324),https://en.wikipedia.org/wiki/United_States_occupation_of_the_Dominican_Republic_(1916%E2%80%9324)
,,,,,Banana Wars,,
1916,1918,"Arab Revolt
Part of World War I","Hashemite Arabs
United Kingdom
Sultanate of Nejd
(Unification of Saudi Arabia)",Ottoman Empire,,https://en.wikipedia.org/wiki/Arab_Revolt,
1916,1934,"Basmachi movement
Part of World War I and Russian
Civil War","Russian Empire
(1916–17)
Russian Republic
(1917)
Russian SFSR
Turkestan ASSR
Khorezm SSR
Bukharan PSR
Soviet Union
(From December 30, 1922)","Basmachi
Khiva
(1918–20)
White Army
[64]
(1919–20)
Bukhara
(1920)
Supported by:
Emirate of
Afghanistan (Until mid-
[65]
1922)
Afghanistan
[66]
(1929)",,https://en.wikipedia.org/wiki/Basmachi_movement,https://en.wikipedia.org/wiki/World_War_I
1917,1917,Uukwanyama rebellion[8],"British Empire
South Africa",Uukwanyama rebels,,https://en.wikipedia.org/wiki/Uukwanyama_rebellion?action=edit&redlink=1,
1917,1917,1917 Uganda rebellion[5],British Empire,Forces loyal to Rembe,,https://en.wikipedia.org/wiki/1917_Uganda_rebellion?action=edit&redlink=1,
1917,1917,Kurdish uprisings of 1917,Ottoman Empire,"Kurdish rebels
Supported by:
Russian Empire",,https://en.wikipedia.org/wiki/Kurdish_rebellions_during_World_War_I#Kurdish_uprisings_of_August_1917,
1917,1917,February Revolution,Russian revolutionaries,Russian Empire,,https://en.wikipedia.org/wiki/February_Revolution,
1917,1917,July Days,"Russian Provisional
Government",Bolshevik Party,,https://en.wikipedia.org/wiki/July_Days,
1917,1917,"Operations against the Mahsuds
(1917)",British Empire,Mahsud rebels,,https://en.wikipedia.org/wiki/Operations_against_the_Mahsuds_(1917),https://en.wikipedia.org/wiki/Operations_against_the_Mahsuds_(1917)
1917,1917,Manchu Restoration,Republic of China,Monarchist rebels,,https://en.wikipedia.org/wiki/Manchu_Restoration,
1917,1917,Thái Nguyên uprising,French colonial empire,Vietnamese rebels,,https://en.wikipedia.org/wiki/Th%C3%A1i_Nguy%C3%AAn_uprising,
1917,1917,Polubotkivtsi Uprising,"Russian Provisional
Government",Ukrainian separatists,,https://en.wikipedia.org/wiki/Polubotkivtsi_Uprising,
1917,1917,Toplica insurrection,Kingdom of Bulgaria,Chetniks,,https://en.wikipedia.org/wiki/Toplica_insurrection,
1917,1918,1917 Kanak revolt,"French colonial empire
New Caledonia",Kanak rebels,,https://en.wikipedia.org/wiki/1917_Kanak_revolt?action=edit&redlink=1,
1917,1917,Kornilov Affair,"Russian Provisional
Government",Soldiers under Lavr Kornilov,,https://en.wikipedia.org/wiki/Kornilov_Affair,
1917,1917,Green Corn Rebellion,United States,Anti-draft rebels,,https://en.wikipedia.org/wiki/Green_Corn_Rebellion,
1917,1917,"October Revolution
Part of Russian Civil War",Bolsheviks,"Russian Provisional
Government",,https://en.wikipedia.org/wiki/October_Revolution,
